ID	Front	Back	Code	Source	Tags
datatype-basic-042	What is an integer literal with underscores used for?	Underscores improve readability of numeric literals, such as `1_000_000`.		03-data-types/theory/03-literals-casting-numeric-behavior.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-043	What happens in integer division when both operands are integers?	Java performs integer division and discards the fractional part.		03-data-types/theory/03-literals-casting-numeric-behavior.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-044	How can `5 / 2` produce `2.5` instead of `2`?	Make at least one operand floating-point, such as `5 / 2.0`.		03-data-types/theory/03-literals-casting-numeric-behavior.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-045	What is numeric promotion?	Numeric promotion is Java's conversion of smaller numeric operands to a larger type during operations.		03-data-types/theory/03-literals-casting-numeric-behavior.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-046	What is the wrapper class for `byte`?	The wrapper class for `byte` is `Byte`.		03-data-types/theory/04-wrappers-null-equality.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-047	What is the wrapper class for `short`?	The wrapper class for `short` is `Short`.		03-data-types/theory/04-wrappers-null-equality.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-048	What is the wrapper class for `long`?	The wrapper class for `long` is `Long`.		03-data-types/theory/04-wrappers-null-equality.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-049	What is the wrapper class for `double`?	The wrapper class for `double` is `Double`.		03-data-types/theory/04-wrappers-null-equality.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-050	What is the wrapper class for `boolean`?	The wrapper class for `boolean` is `Boolean`.		03-data-types/theory/04-wrappers-null-equality.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-051	Why do collections use wrappers instead of primitives?	Java generics and collections work with reference types, not primitive types.		03-data-types/theory/04-wrappers-null-equality.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-052	Why can an `Integer` be null but an `int` cannot?	`Integer` is a reference type, while `int` is a primitive type.		03-data-types/theory/04-wrappers-null-equality.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
datatype-basic-053	What does `==` compare for wrapper objects?	For wrapper objects, `==` compares references unless unboxing occurs in the expression.		03-data-types/theory/04-wrappers-null-equality.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype java::interview
datatype-basic-054	Why is `.equals()` usually better for wrapper value comparison?	`.equals()` compares the wrapper's value rather than object reference identity.		03-data-types/theory/04-wrappers-null-equality.md | https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html	java::core::datatype
